"Event Category","Event Action","Event Label","Event Value","Custom Event Properties","Country","Client IP Country","User ID"
"stage (App)","clear","2006",,"{""last_level"":20}","us","Thailand","3EGASB"
"stage (App)","clear","2001",,"{""last_level"":20}","kr","South Korea","Z07HI8"
"stage (App)","fail","2005",,"{""last_level"":14}","ru","Kazakhstan","1JKUDA"
"stage (App)","fail","2005",,"{""last_level"":16}","us","Colombia","R9NQA3"
"stage (App)","fail","2008",,"{""last_level"":19}","kr","South Korea","IX6ZYU"
"stage (App)","fail","5001",,"{""last_level"":5}","kr","South Korea","F0O5R4"
"stage (App)","try","2012",,"{""last_level"":0}","kr","South Korea","OKGZB5"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","Y9OP7T"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","YGQP5D"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","COWRP8"
"stage (App)","clear","3011",,"{""last_level"":20}","kr","South Korea","F5O4KF"
"stage (App)","fail","2015",,"{""last_level"":13}","kr","South Korea","RQI12M"
"stage (App)","try","3002",,"{""last_level"":0}","us","United States","19VS2G"
"stage (App)","clear","3001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","JBC3J5"
"stage (App)","try","2001",,"{""last_level"":0}","gb","Ghana","H6FD14"
"stage (App)","clear","3014",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KMH3AL"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","KRYLP4"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","Q8RV89"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","V37K6I"
"stage (App)","clear","2023",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KXZGVP"
"stage (App)","fail","2015",,"{""last_level"":12}","kr","South Korea","PPVV7W"
"stage (App)","clear","2014",,"{""is_repeat_play"":true,""last_level"":20}","de","Spain","OETCUD"
"stage (App)","fail","2002",,"{""last_level"":1}","de","Germany","RQMSKE"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","WF1QMY"
"stage (App)","fail","5001",,"{""last_level"":8}","kr","South Korea","N82ZX5"
"stage (App)","clear","3009",,"{""last_level"":20}","fr","Thailand","4J81OW"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","de","Germany","RQMSKE"
"stage (App)","try","2002",,"{""last_level"":0}","de","Germany","RQMSKE"
"stage (App)","clear","3004",,"{""last_level"":20}","kr","South Korea","SMHAVK"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KRYLP4"
"stage (App)","clear","2014",,"{""last_level"":20}","kr","South Korea","OHNMX7"
"stage (App)","clear","3005",,"{""last_level"":20}","ar","Argentina","UAQ8MP"
"stage (App)","fail","2005",,"{""last_level"":14}","es","Argentina","8RWJPU"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","2FF6NL"
"stage (App)","try","2006",,"{""last_level"":0}","kr","South Korea","73XGV1"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","RDKMK1"
"stage (App)","fail","2002",,"{""last_level"":1}","vn","Viet Nam","75MGGU"
"stage (App)","fail","2014",,"{""last_level"":13}","kr","South Korea","ECQALX"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","AG8T3S"
"stage (App)","clear","2012",,"{""last_level"":20}","kr","South Korea","1JEBCM"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","vn","Viet Nam","75MGGU"
"stage (App)","try","3001",,"{""last_level"":0}","kr","South Korea","CPD2TU"
"stage (App)","try","2002",,"{""last_level"":0}","vn","Viet Nam","75MGGU"
"stage (App)","clear","2012",,"{""last_level"":20}","ch","Italy","XVNYYO"
"stage (App)","fail","2002",,"{""last_level"":1}","de","Germany","RQMSKE"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","de","Germany","RQMSKE"
"stage (App)","clear","3004",,"{""last_level"":20}","kr","South Korea","GN0B0H"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","QVG4VA"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","9GY8Y0"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","Hong Kong","5QNE68"
"stage (App)","clear","3005",,"{""last_level"":20}","tw","Taiwan Province Of China","BPC3MQ"
"stage (App)","try","2002",,"{""last_level"":0}","de","Germany","RQMSKE"
"stage (App)","clear","2012",,"{""last_level"":20}","jp","Japan","V2OLG6"
"stage (App)","clear","2006",,"{""last_level"":20}","us","Philippines","4J7VRM"
"stage (App)","try","2010",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","YQ58MN"
"stage (App)","clear","2011",,"{""last_level"":20}","kr","South Korea","8VFA5C"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","br","Brazil","MNAVMC"
"stage (App)","fail","2002",,"{""last_level"":1}","vn","Viet Nam","75MGGU"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","vn","Viet Nam","75MGGU"
"stage (App)","clear","3011",,"{""last_level"":20}","us","United States","BH3GDU"
"stage (App)","try","2008",,"{""last_level"":0}","gb","United Kingdom","LG3O7B"
"stage (App)","fail","2015",,"{""last_level"":13}","kr","South Korea","Q0NCPM"
"stage (App)","try","2002",,"{""last_level"":0}","us","United States","LJFLPE"
"stage (App)","clear","2013",,"{""last_level"":20}","kr","South Korea","Z6VEJG"
"stage (App)","try","2004",,"{""last_level"":0}","us","United States","9535BP"
"stage (App)","clear","2008",,"{""last_level"":20}","us","United States","V9MSKJ"
"stage (App)","try","2002",,"{""last_level"":0}","vn","Viet Nam","75MGGU"
"stage (App)","clear","3014",,"{""is_repeat_play"":true,""last_level"":20}","ru","Ukraine","A5CFQK"
"stage (App)","try","2005",,"{""last_level"":0}","ru","Russian Federation","113N6P"
"stage (App)","try","2002",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","Z8RGKQ"
"stage (App)","try","2001",,"{""last_level"":0}","kr","South Korea","UQZ0AY"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","NWE98I"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","3UHGVC"
"stage (App)","clear","2016",,"{""last_level"":20}","kr","South Korea","NCDRM3"
"stage (App)","try","2003",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","NKHJO9"
"stage (App)","clear","3008",,"{""last_level"":20}","kr","South Korea","OKGZB5"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","ru","Russian Federation","5CXZWB"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","43GQB4"
"stage (App)","fail","2009",,"{""is_repeat_play"":true,""last_level"":11}","kr","South Korea","GM00AD"
"stage (App)","fail","2009",,"{""exit_type"":""voluntary_exit"",""last_level"":11}","kr","South Korea","GM00AD"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","HHB6B3"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","G0QBZ2"
"stage (App)","clear","3003",,"{""last_level"":20}","kr","South Korea","2MQTOR"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","YQ58MN"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","FHZLS5"
"stage (App)","clear","2001",,"{""last_level"":20}","de","Germany","RQMSKE"
"stage (App)","clear","2007",,"{""last_level"":20}","sa","Saudi Arabia","GAX48M"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","2TWQ1N"
"stage (App)","clear","3013",,"{""last_level"":20}","kr","South Korea","L9QDR4"
"stage (App)","clear","3002",,"{""last_level"":20}","us","United States","WL6M2Q"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","Z8RGKQ"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","IL24UU"
"stage (App)","fail","2008",,"{""is_repeat_play"":true,""last_level"":10}","us","United States","YP7ZWN"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","DS8Y66"
"stage (App)","clear","2001",,"{""last_level"":20}","us","United States","LJFLPE"
"stage (App)","fail","2008",,"{""last_level"":16}","tw","Taiwan Province Of China","U7SPK3"
"stage (App)","clear","2001",,"{""last_level"":20}","vn","Viet Nam","75MGGU"
"stage (App)","clear","2002",,"{""last_level"":20}","us","United States","0PZUIT"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","RDKMK1"
"stage (App)","clear","3007",,"{""last_level"":20}","kr","South Korea","J3ZJRJ"
"stage (App)","clear","2003",,"{""last_level"":20}","kr","South Korea","V37K6I"
"stage (App)","clear","3004",,"{""last_level"":20}","kr","South Korea","B2JJK4"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","AT094F"
"stage (App)","try","2007",,"{""is_repeat_play"":true,""last_level"":0}","us","United States","ASCMJT"
"stage (App)","fail","2005",,"{""last_level"":12}","in","India","UC19ER"
"stage (App)","clear","3008",,"{""is_repeat_play"":true,""last_level"":20}","us","Brazil","BOS3NO"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","91FT8I"
"stage (App)","try","2001",,"{""last_level"":0}","us","Turkey","1HDJNA"
"stage (App)","fail","5002",,"{""last_level"":2}","ru","Russian Federation","FPI7ZK"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","19VS2G"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","3178QY"
"stage (App)","fail","2003",,"{""last_level"":16}","mx","Mexico","25RH51"
"stage (App)","clear","2012",,"{""is_repeat_play"":true,""last_level"":20}","us","Malaysia","AJP6YB"
"stage (App)","fail","2009",,"{""last_level"":15}","us","Chile","H62UU0"
"stage (App)","clear","2007",,"{""last_level"":20}","kr","South Korea","FQRNAG"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","09YV1A"
"stage (App)","clear","2011",,"{""last_level"":20}","br","Brazil","PXEIQM"
"stage (App)","clear","2008",,"{""last_level"":20}","cn","Hong Kong","X0V0FI"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","RQA4NA"
"stage (App)","clear","2003",,"{""last_level"":20}","kr","South Korea","WMTSNZ"
"stage (App)","try","2001",,"{""last_level"":0}","us","United States","NYVB4Z"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","AG8T3S"
"stage (App)","try","2001",,"{""last_level"":1}","ca","Canada","K8K3VR"
"stage (App)","clear","2017",,"{""last_level"":20}","kr","South Korea","JGI2FT"
"stage (App)","try","2001",,"{""last_level"":1}","th","Thailand","V0Z9BY"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","M1W4NN"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","CPD2TU"
"stage (App)","clear","3001",,"{""is_repeat_play"":true,""last_level"":20}","id","Indonesia","7K43K6"
"stage (App)","clear","3005",,"{""last_level"":20}","kr","South Korea","V78B4M"
"stage (App)","clear","2011",,"{""last_level"":20}","kr","South Korea","9TVYMQ"
"stage (App)","clear","3005",,"{""is_repeat_play"":true,""last_level"":20}","id","Indonesia","HIMNWL"
"stage (App)","clear","2002",,"{""last_level"":20}","kr","South Korea","98QKL4"
"stage (App)","clear","2010",,"{""last_level"":20}","kr","South Korea","3PVVZ9"
"stage (App)","clear","2004",,"{""last_level"":20}","us","United States","HDTJ3Z"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","L8WANX"
"stage (App)","clear","2004",,"{""last_level"":20}","ru","Russian Federation","113N6P"
"stage (App)","clear","3010",,"{""last_level"":20}","kr","South Korea","37WY19"
"stage (App)","clear","3008",,"{""last_level"":20}","id","Indonesia","RDTMEH"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","C7314H"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","fr","France","67JJ2E"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","NDV218"
"stage (App)","clear","2003",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","XNIRDB"
"stage (App)","clear","2016",,"{""last_level"":20}","kr","South Korea","40ZQ2O"
"stage (App)","try","2008",,"{""last_level"":0}","af","Saudi Arabia","2KS8GW"
"stage (App)","fail","2018",,"{""last_level"":5}","kr","South Korea","9AGBDG"
"stage (App)","clear","2008",,"{""last_level"":20}","us","United States","2SIQ4I"
"stage (App)","clear","2001",,"{""last_level"":20}","gb","United Kingdom","Q8OE2J"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","us","Malaysia","OCZSZH"
"stage (App)","try","3011",,"{""last_level"":0}","jp","Japan","1QZS18"
"stage (App)","fail","2014",,"{""last_level"":12}","kr","South Korea","F0O5R4"
"stage (App)","fail","2008",,"{""last_level"":18}","us","United States","ASCMJT"
"stage (App)","fail","2008",,"{""last_level"":10}","af","Saudi Arabia","2KS8GW"
"stage (App)","clear","2003",,"{""last_level"":20}","us","United States","QRL0C1"
"stage (App)","fail","2008",,"{""exit_type"":""voluntary_exit"",""last_level"":10}","af","Saudi Arabia","2KS8GW"
"stage (App)","fail","5001",,"{""last_level"":3}","kr","South Korea","93G0IX"
"stage (App)","fail","2006",,"{""is_repeat_play"":true,""last_level"":13}","jp","Japan","UIPISY"
"stage (App)","fail","5001",,"{""last_level"":3}","sg","Malaysia","DU74DL"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","NKHJO9"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","ae","United Arab Emirates","21DG1I"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","OCR0CG"
"stage (App)","try","3008",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","BMSRGB"
"stage (App)","fail","2010",,"{""is_repeat_play"":true,""last_level"":14}","kr","South Korea","7OWVWE"
"stage (App)","clear","2005",,"{""last_level"":20}","kr","South Korea","GKYE7J"
"stage (App)","fail","2012",,"{""last_level"":11}","kr","South Korea","YLSZ8R"
"stage (App)","fail","2012",,"{""exit_type"":""voluntary_exit"",""last_level"":11}","kr","South Korea","YLSZ8R"
"stage (App)","try","2002",,"{""last_level"":0}","es","Colombia","3MA2GV"
"stage (App)","fail","2015",,"{""is_repeat_play"":true,""last_level"":12}","kr","South Korea","01FJ5K"
"stage (App)","try","2004",,"{""last_level"":0}","nl","Netherlands","HTY3PM"
"stage (App)","try","2011",,"{""is_repeat_play"":true,""last_level"":0}","us","Poland","NQFUEV"
"stage (App)","clear","2009",,"{""last_level"":20}","kr","South Korea","TPPNIJ"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","74URX7"
"stage (App)","clear","2009",,"{""last_level"":20}","us","Egypt","U8P8U5"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","361N8Y"
"stage (App)","clear","2004",,"{""last_level"":20}","kr","South Korea","FFFUPB"
"stage (App)","clear","3005",,"{""last_level"":20}","us","United States","R8TH7J"
"stage (App)","clear","2009",,"{""last_level"":20}","kr","South Korea","Y8YYAN"
"stage (App)","fail","2002",,"{""last_level"":1}","jp","Japan","DL1N5W"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","YBWJSQ"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","jp","Japan","DL1N5W"
"stage (App)","try","3003",,"{""last_level"":0}","kr","South Korea","LLMSGL"
"stage (App)","try","2009",,"{""last_level"":0}","kr","South Korea","NQMX4Y"
"stage (App)","try","5001",,"{""last_level"":0}","kr","South Korea","N82ZX5"
"stage (App)","fail","2020",,"{""last_level"":7}","kr","South Korea","VGIS50"
"stage (App)","fail","2010",,"{""last_level"":5}","kr","South Korea","XQTQ5U"
"stage (App)","fail","2009",,"{""is_repeat_play"":true,""last_level"":12}","kr","South Korea","GM00AD"
"stage (App)","fail","2009",,"{""exit_type"":""voluntary_exit"",""last_level"":12}","kr","South Korea","GM00AD"
"stage (App)","clear","2003",,"{""last_level"":20}","ca","Canada","K3OJH9"
"stage (App)","clear","3010",,"{""last_level"":20}","jp","Japan","1QZS18"
"stage (App)","clear","2014",,"{""last_level"":20}","kr","South Korea","PFO12G"
"stage (App)","fail","2018",,"{""last_level"":5}","kr","South Korea","RSEM6I"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","361N8Y"
"stage (App)","clear","2001",,"{""last_level"":20}","de","Germany","L1609B"
"stage (App)","clear","3004",,"{""last_level"":20}","gb","United Kingdom","HJUTJQ"
"stage (App)","clear","2005",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","21FKY3"
"stage (App)","try","2007",,"{""last_level"":0}","kr","South Korea","JNG6Y0"
"stage (App)","fail","5003",,"{""last_level"":1}","ru","Russian Federation","FPI7ZK"
"stage (App)","clear","2007",,"{""is_repeat_play"":true,""last_level"":20}","us","Mexico","OIX76K"
"stage (App)","fail","2002",,"{""last_level"":1}","jp","Japan","DL1N5W"
"stage (App)","clear","2003",,"{""last_level"":20}","us","United States","9535BP"
"stage (App)","fail","2002",,"{""exit_type"":""voluntary_exit"",""last_level"":1}","jp","Japan","DL1N5W"
"stage (App)","fail","2013",,"{""last_level"":19}","us","Poland","NQFUEV"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","I6PGZR"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","M8SNMG"
"stage (App)","fail","5001",,"{""last_level"":8}","kr","South Korea","DEY0T5"
"stage (App)","try","2009",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","KRYLP4"
"stage (App)","clear","2013",,"{""last_level"":20}","kr","South Korea","6N688K"
"stage (App)","fail","3010",,"{""last_level"":20}","us","Indonesia","IZ7MR5"
"stage (App)","clear","3006",,"{""last_level"":20}","us","Malaysia","PRKO5Z"
"stage (App)","try","2003",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","JAFWYI"
"stage (App)","fail","3010",,"{""last_level"":9}","ca","Canada","KSXZTS"
"stage (App)","clear","3011",,"{""last_level"":20}","id","Indonesia","GXEGV3"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","ch","United Kingdom","HDEKU4"
"stage (App)","try","2014",,"{""last_level"":0}","kr","South Korea","RLRKWW"
"stage (App)","try","2003",,"{""last_level"":0}","us","United States","LK04QC"
"stage (App)","try","2013",,"{""last_level"":0}","kr","South Korea","XBOUZN"
"stage (App)","clear","3006",,"{""last_level"":20}","kr","South Korea","RHZPO0"
"stage (App)","clear","2002",,"{""last_level"":20}","br","Brazil","703L8P"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","JBC3J5"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","KRYLP4"
"stage (App)","clear","2002",,"{""last_level"":20}","kr","South Korea","S3JWZP"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","J70ABE"
"stage (App)","clear","3023",,"{""last_level"":20}","kr","South Korea","0P0EGZ"
"stage (App)","clear","2009",,"{""last_level"":20}","us","Singapore","OBN8T4"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","ru","Russian Federation","W7DN4Y"
"stage (App)","clear","2004",,"{""last_level"":20}","vn","Viet Nam","RUQXJW"
"stage (App)","clear","2002",,"{""last_level"":20}","us","United States","LK04QC"
"stage (App)","try","2005",,"{""last_level"":0}","ru","Kazakhstan","1JKUDA"
"stage (App)","clear","2002",,"{""last_level"":20}","kr","South Korea","VVK2Y2"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","M8SNMG"
"stage (App)","clear","2002",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","JAFWYI"
"stage (App)","fail","5002",,"{""last_level"":2}","jp","Japan","7Q8AEH"
"stage (App)","fail","5001",,"{""last_level"":11}","kr","South Korea","KULRIK"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","LLMSGL"
"stage (App)","try","2015",,"{""last_level"":0}","kr","South Korea","RQI12M"
"stage (App)","clear","3007",,"{""last_level"":20}","kr","South Korea","UH26F8"
"stage (App)","fail","2017",,"{""last_level"":13}","us","Mexico","50627V"
"stage (App)","clear","2001",,"{""is_repeat_play"":true,""last_level"":20}","nl","Netherlands","HTY3PM"
"stage (App)","try","2010",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","3K6D8K"
"stage (App)","try","2002",,"{""last_level"":0}","kr","South Korea","Q8D09V"
"stage (App)","fail","2010",,"{""last_level"":8}","kr","South Korea","52B6EU"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","us","United States","4OWI10"
"stage (App)","clear","2006",,"{""last_level"":20}","kr","South Korea","WS4W6Z"
"stage (App)","fail","2010",,"{""is_repeat_play"":true,""last_level"":13}","kr","South Korea","3K6D8K"
"stage (App)","fail","2010",,"{""exit_type"":""voluntary_exit"",""last_level"":13}","kr","South Korea","3K6D8K"
"stage (App)","try","5001",,"{""last_level"":0}","kr","South Korea","93G0IX"
"stage (App)","try","2005",,"{""last_level"":0}","kr","South Korea","YAOPPA"
"stage (App)","clear","2007",,"{""last_level"":20}","kr","South Korea","VOMQK1"
"stage (App)","try","2004",,"{""last_level"":0}","kr","South Korea","PM0JJX"
"stage (App)","clear","2010",,"{""is_repeat_play"":true,""last_level"":20}","jp","Japan","WF1QMY"
"stage (App)","clear","3006",,"{""last_level"":20}","kr","South Korea","KSC7M6"
"stage (App)","clear","3003",,"{""last_level"":20}","kr","South Korea","9GP5ZV"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","2PYQAI"
"stage (App)","try","3010",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","WWJ2NT"
"stage (App)","clear","2006",,"{""is_repeat_play"":true,""last_level"":20}","kr","South Korea","93G0IX"
"stage (App)","fail","2023",,"{""is_repeat_play"":true,""last_level"":6}","kr","South Korea","KXZGVP"
"stage (App)","try","2001",,"{""is_repeat_play"":true,""last_level"":0}","kr","South Korea","Z8RGKQ"
"stage (App)","fail","2023",,"{""exit_type"":""voluntary_exit"",""last_level"":6}","kr","South Korea","KXZGVP"
"stage (App)","clear","2008",,"{""last_level"":20}","kr","South Korea","6WN79C"
"stage (App)","try","2003",,"{""last_level"":0}","kr","South Korea","YV96SI"
"stage (App)","clear","2009",,"{""is_repeat_play"":true,""last_level"":20}","us","Malaysia","29Z7J9"
"stage (App)","try","5001",,"{""last_level"":0}","sg","Malaysia","DU74DL"
"stage (App)","fail","2008",,"{""last_level"":13}","kr","South Korea","HL2NLY"
"stage (App)","try","2005",,"{""last_level"":0}","us","Colombia","R9NQA3"
"stage (App)","clear","3004",,"{""last_level"":20}","kr","South Korea","N82ZX5"
"stage (App)","clear","3002",,"{""last_level"":20}","kr","South Korea","KGUWNZ"
"stage (App)","fail","2005",,"{""last_level"":15}","kr","South Korea","HUGYCT"
